Contract ID,Customer ID,Existing Customer,Vehicle ID,Product ID,Price,Monthly EMI,Lease Start Date,Lease Expiry Date,Road Assistance,Maintenance,Discount Applied,Preferred Customer,Summary
C0151,1008,Yes,V1044,P1010,2217985.0,68150.72,2025-04-20T00:00:00Z,2028-04-20T00:00:00Z,No,Yes,No,Yes,"Contract C0151 for 1008 leasing Vehicle V1044 under Product P1010 with a monthly EMI of €68150.72. Lease runs from 2025-04-20 to 2028-04-20. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0152,1007,Yes,V1016,P1018,1271585.0,40508.66,2025-08-22T00:00:00Z,2028-08-22T00:00:00Z,No,Yes,No,Yes,"Contract C0152 for 1007 leasing Vehicle V1016 under Product P1018 with a monthly EMI of €40508.66. Lease runs from 2025-08-22 to 2028-08-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0153,1019,Yes,V1045,P1019,1279740.0,37520.09,2023-02-03T00:00:00Z,2026-02-03T00:00:00Z,No,Yes,No,Yes,"Contract C0153 for 1019 leasing Vehicle V1045 under Product P1019 with a monthly EMI of €37520.09. Lease runs from 2023-02-03 to 2026-02-03. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0154,1017,Yes,V1064,P1012,1303320.0,59132.99,2025-02-05T00:00:00Z,2027-02-05T00:00:00Z,Yes,Yes,No,Yes,"Contract C0154 for 1017 leasing Vehicle V1064 under Product P1012 with a monthly EMI of €59132.99. Lease runs from 2025-02-05 to 2027-02-05. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0155,1009,Yes,V1044,P1004,9505.65,872.69,2023-02-05T00:00:00Z,2024-02-05T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0155 for 1009 leasing Vehicle V1044 under Product P1004 with a monthly EMI of €872.69. Lease runs from 2023-02-05 to 2024-02-05. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0156,1015,Yes,V1065,P1019,1991290.0,58859.42,2024-09-28T00:00:00Z,2027-09-28T00:00:00Z,No,Yes,No,Yes,"Contract C0156 for 1015 leasing Vehicle V1065 under Product P1019 with a monthly EMI of €58859.42. Lease runs from 2024-09-28 to 2027-09-28. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0157,1012,Yes,V1052,P1008,1571780.0,48985.33,2024-09-27T00:00:00Z,2027-09-27T00:00:00Z,No,Yes,Yes,Yes,"Contract C0157 for 1012 leasing Vehicle V1052 under Product P1008 with a monthly EMI of €48985.33. Lease runs from 2024-09-27 to 2027-09-27. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0158,1012,Yes,V1054,P1003,2618880.0,62677.24,2025-02-22T00:00:00Z,2029-02-22T00:00:00Z,No,Yes,No,Yes,"Contract C0158 for 1012 leasing Vehicle V1054 under Product P1003 with a monthly EMI of €62677.24. Lease runs from 2025-02-22 to 2029-02-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0159,1015,Yes,V1071,P1012,1078380.0,47348.92,2023-03-02T00:00:00Z,2025-03-02T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0159 for 1015 leasing Vehicle V1071 under Product P1012 with a monthly EMI of €47348.92. Lease runs from 2023-03-02 to 2025-03-02. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0160,1008,Yes,V1072,P1015,9613.949999999999,867.5,2023-10-13T00:00:00Z,2024-10-13T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0160 for 1008 leasing Vehicle V1072 under Product P1015 with a monthly EMI of €867.5. Lease runs from 2023-10-13 to 2024-10-13. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0161,1020,Yes,V1036,P1017,1722665.0,53110.95,2024-04-12T00:00:00Z,2027-04-12T00:00:00Z,No,Yes,Yes,Yes,"Contract C0161 for 1020 leasing Vehicle V1036 under Product P1017 with a monthly EMI of €53110.95. Lease runs from 2024-04-12 to 2027-04-12. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0162,1014,Yes,V1071,P1006,1887165.0,57229.81,2025-07-09T00:00:00Z,2028-07-09T00:00:00Z,No,Yes,No,Yes,"Contract C0162 for 1014 leasing Vehicle V1071 under Product P1006 with a monthly EMI of €57229.81. Lease runs from 2025-07-09 to 2028-07-09. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0163,1013,Yes,V1078,P1019,1207255.0,37764.92,2024-10-25T00:00:00Z,2027-10-25T00:00:00Z,No,Yes,No,Yes,"Contract C0163 for 1013 leasing Vehicle V1078 under Product P1019 with a monthly EMI of €37764.92. Lease runs from 2024-10-25 to 2027-10-25. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0164,1004,Yes,V1041,P1005,3065160.0,70897.33,2024-05-28T00:00:00Z,2028-05-28T00:00:00Z,No,Yes,No,Yes,"Contract C0164 for 1004 leasing Vehicle V1041 under Product P1005 with a monthly EMI of €70897.33. Lease runs from 2024-05-28 to 2028-05-28. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0165,1011,Yes,V1035,P1000,2659960.0,63037.85,2024-01-02T00:00:00Z,2028-01-02T00:00:00Z,No,Yes,No,Yes,"Contract C0165 for 1011 leasing Vehicle V1035 under Product P1000 with a monthly EMI of €63037.85. Lease runs from 2024-01-02 to 2028-01-02. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0166,1011,Yes,V1038,P1018,2622585.0,81677.85,2023-07-03T00:00:00Z,2026-07-03T00:00:00Z,No,Yes,No,Yes,"Contract C0166 for 1011 leasing Vehicle V1038 under Product P1018 with a monthly EMI of €81677.85. Lease runs from 2023-07-03 to 2026-07-03. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0167,1009,Yes,V1033,P1000,1023560.0,24449.07,2024-07-25T00:00:00Z,2028-07-25T00:00:00Z,No,Yes,No,Yes,"Contract C0167 for 1009 leasing Vehicle V1033 under Product P1000 with a monthly EMI of €24449.07. Lease runs from 2024-07-25 to 2028-07-25. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0168,1002,Yes,V1021,P1018,1291535.0,38441.43,2024-06-20T00:00:00Z,2027-06-20T00:00:00Z,No,Yes,No,Yes,"Contract C0168 for 1002 leasing Vehicle V1021 under Product P1018 with a monthly EMI of €38441.43. Lease runs from 2024-06-20 to 2027-06-20. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0169,1006,Yes,V1062,P1008,1238475.0,38045.43,2024-08-25T00:00:00Z,2027-08-25T00:00:00Z,No,Yes,Yes,Yes,"Contract C0169 for 1006 leasing Vehicle V1062 under Product P1008 with a monthly EMI of €38045.43. Lease runs from 2024-08-25 to 2027-08-25. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0170,1011,Yes,V1070,P1016,975820.0,45573.51,2023-07-05T00:00:00Z,2025-07-05T00:00:00Z,No,Yes,No,Yes,"Contract C0170 for 1011 leasing Vehicle V1070 under Product P1016 with a monthly EMI of €45573.51. Lease runs from 2023-07-05 to 2025-07-05. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0171,1002,Yes,V1066,P1008,1087870.0,32917.78,2025-04-11T00:00:00Z,2028-04-11T00:00:00Z,No,Yes,No,Yes,"Contract C0171 for 1002 leasing Vehicle V1066 under Product P1008 with a monthly EMI of €32917.78. Lease runs from 2025-04-11 to 2028-04-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0172,1019,Yes,V1020,P1007,2648720.0,60860.34,2024-04-24T00:00:00Z,2028-04-24T00:00:00Z,No,Yes,No,Yes,"Contract C0172 for 1019 leasing Vehicle V1020 under Product P1007 with a monthly EMI of €60860.34. Lease runs from 2024-04-24 to 2028-04-24. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0173,1019,Yes,V1077,P1004,9206.1,829.37,2023-05-04T00:00:00Z,2024-05-04T00:00:00Z,Yes,Yes,No,Yes,"Contract C0173 for 1019 leasing Vehicle V1077 under Product P1004 with a monthly EMI of €829.37. Lease runs from 2023-05-04 to 2024-05-04. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0174,1001,Yes,V1060,P1018,2695490.0,79335.56,2023-11-18T00:00:00Z,2026-11-18T00:00:00Z,No,Yes,No,Yes,"Contract C0174 for 1001 leasing Vehicle V1060 under Product P1018 with a monthly EMI of €79335.56. Lease runs from 2023-11-18 to 2026-11-18. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0175,1005,Yes,V1047,P1019,2514715.0,73732.6,2024-04-05T00:00:00Z,2027-04-05T00:00:00Z,No,Yes,No,Yes,"Contract C0175 for 1005 leasing Vehicle V1047 under Product P1019 with a monthly EMI of €73732.6. Lease runs from 2024-04-05 to 2027-04-05. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0176,1018,Yes,V1017,P1011,1771665.0,54970.98,2024-07-22T00:00:00Z,2027-07-22T00:00:00Z,No,Yes,No,Yes,"Contract C0176 for 1018 leasing Vehicle V1017 under Product P1011 with a monthly EMI of €54970.98. Lease runs from 2024-07-22 to 2027-07-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0177,1012,Yes,V1043,P1007,2684880.0,60050.71,2022-11-04T00:00:00Z,2026-11-04T00:00:00Z,No,Yes,Yes,Yes,"Contract C0177 for 1012 leasing Vehicle V1043 under Product P1007 with a monthly EMI of €60050.71. Lease runs from 2022-11-04 to 2026-11-04. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0178,1011,Yes,V1070,P1016,975820.0,46377.26,2024-01-18T00:00:00Z,2026-01-18T00:00:00Z,No,Yes,No,Yes,"Contract C0178 for 1011 leasing Vehicle V1070 under Product P1016 with a monthly EMI of €46377.26. Lease runs from 2024-01-18 to 2026-01-18. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0179,1010,Yes,V1045,P1002,5484.599999999999,500.21,2025-08-18T00:00:00Z,2026-08-18T00:00:00Z,Yes,Yes,No,Yes,"Contract C0179 for 1010 leasing Vehicle V1045 under Product P1002 with a monthly EMI of €500.21. Lease runs from 2025-08-18 to 2026-08-18. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0180,1004,Yes,V1029,P1010,1450540.0,45692.73,2025-05-25T00:00:00Z,2028-05-25T00:00:00Z,No,Yes,No,Yes,"Contract C0180 for 1004 leasing Vehicle V1029 under Product P1010 with a monthly EMI of €45692.73. Lease runs from 2025-05-25 to 2028-05-25. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0181,1019,Yes,V1064,P1010,2280810.0,72455.47,2024-08-01T00:00:00Z,2027-08-01T00:00:00Z,No,Yes,Yes,Yes,"Contract C0181 for 1019 leasing Vehicle V1064 under Product P1010 with a monthly EMI of €72455.47. Lease runs from 2024-08-01 to 2027-08-01. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0182,1011,Yes,V1065,P1008,1991290.0,59819.08,2023-12-15T00:00:00Z,2026-12-15T00:00:00Z,No,Yes,Yes,Yes,"Contract C0182 for 1011 leasing Vehicle V1065 under Product P1008 with a monthly EMI of €59819.08. Lease runs from 2023-12-15 to 2026-12-15. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0183,1003,Yes,V1010,P1005,1766120.0,39278.16,2025-08-25T00:00:00Z,2029-08-25T00:00:00Z,No,Yes,No,Yes,"Contract C0183 for 1003 leasing Vehicle V1010 under Product P1005 with a monthly EMI of €39278.16. Lease runs from 2025-08-25 to 2029-08-25. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0184,1008,Yes,V1038,P1001,11239.65,1069.34,2023-03-26T00:00:00Z,2024-03-26T00:00:00Z,No,Yes,No,Yes,"Contract C0184 for 1008 leasing Vehicle V1038 under Product P1001 with a monthly EMI of €1069.34. Lease runs from 2023-03-26 to 2024-03-26. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0185,1011,Yes,V1060,P1016,1540280.0,70913.99,2023-09-26T00:00:00Z,2025-09-26T00:00:00Z,No,Yes,No,Yes,"Contract C0185 for 1011 leasing Vehicle V1060 under Product P1016 with a monthly EMI of €70913.99. Lease runs from 2023-09-26 to 2025-09-26. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0186,1019,Yes,V1076,P1013,929600.0,27525.23,2022-12-28T00:00:00Z,2025-12-28T00:00:00Z,No,Yes,No,Yes,"Contract C0186 for 1019 leasing Vehicle V1076 under Product P1013 with a monthly EMI of €27525.23. Lease runs from 2022-12-28 to 2025-12-28. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0187,1004,Yes,V1051,P1009,9410.55,882.29,2024-02-28T00:00:00Z,2025-02-28T00:00:00Z,Yes,Yes,No,Yes,"Contract C0187 for 1004 leasing Vehicle V1051 under Product P1009 with a monthly EMI of €882.29. Lease runs from 2024-02-28 to 2025-02-28. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0188,1016,Yes,V1024,P1009,10628.85,988.1,2024-05-21T00:00:00Z,2025-05-21T00:00:00Z,Yes,Yes,No,Yes,"Contract C0188 for 1016 leasing Vehicle V1024 under Product P1009 with a monthly EMI of €988.1. Lease runs from 2024-05-21 to 2025-05-21. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0189,1005,Yes,V1006,P1002,7722.45,714.07,2023-12-22T00:00:00Z,2024-12-22T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0189 for 1005 leasing Vehicle V1006 under Product P1002 with a monthly EMI of €714.07. Lease runs from 2023-12-22 to 2024-12-22. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0190,1006,Yes,V1058,P1005,1301520.0,30663.45,2025-08-22T00:00:00Z,2029-08-22T00:00:00Z,No,Yes,No,Yes,"Contract C0190 for 1006 leasing Vehicle V1058 under Product P1005 with a monthly EMI of €30663.45. Lease runs from 2025-08-22 to 2029-08-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0191,1018,Yes,V1011,P1013,1476895.0,47063.01,2022-09-14T00:00:00Z,2025-09-14T00:00:00Z,No,Yes,No,Yes,"Contract C0191 for 1018 leasing Vehicle V1011 under Product P1013 with a monthly EMI of €47063.01. Lease runs from 2022-09-14 to 2025-09-14. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0192,1019,Yes,V1039,P1003,2694360.0,60354.08,2023-01-23T00:00:00Z,2027-01-23T00:00:00Z,No,Yes,No,Yes,"Contract C0192 for 1019 leasing Vehicle V1039 under Product P1003 with a monthly EMI of €60354.08. Lease runs from 2023-01-23 to 2027-01-23. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0193,1020,Yes,V1039,P1015,10103.85,919.33,2023-02-06T00:00:00Z,2024-02-06T00:00:00Z,Yes,Yes,No,Yes,"Contract C0193 for 1020 leasing Vehicle V1039 under Product P1015 with a monthly EMI of €919.33. Lease runs from 2023-02-06 to 2024-02-06. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0194,1007,Yes,V1031,P1015,8575.5,786.2,2024-07-19T00:00:00Z,2025-07-19T00:00:00Z,Yes,Yes,No,Yes,"Contract C0194 for 1007 leasing Vehicle V1031 under Product P1015 with a monthly EMI of €786.2. Lease runs from 2024-07-19 to 2025-07-19. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0195,1013,Yes,V1031,P1002,8575.5,802.92,2023-09-14T00:00:00Z,2024-09-14T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0195 for 1013 leasing Vehicle V1031 under Product P1002 with a monthly EMI of €802.92. Lease runs from 2023-09-14 to 2024-09-14. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0196,1015,Yes,V1055,P1019,919170.0,27932.24,2022-12-06T00:00:00Z,2025-12-06T00:00:00Z,No,Yes,Yes,Yes,"Contract C0196 for 1015 leasing Vehicle V1055 under Product P1019 with a monthly EMI of €27932.24. Lease runs from 2022-12-06 to 2025-12-06. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0197,1016,Yes,V1005,P1007,2334280.0,51679.54,2024-11-05T00:00:00Z,2028-11-05T00:00:00Z,No,Yes,No,Yes,"Contract C0197 for 1016 leasing Vehicle V1005 under Product P1007 with a monthly EMI of €51679.54. Lease runs from 2024-11-05 to 2028-11-05. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0198,1008,Yes,V1058,P1012,650760.0,30285.07,2024-06-01T00:00:00Z,2026-06-01T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0198 for 1008 leasing Vehicle V1058 under Product P1012 with a monthly EMI of €30285.07. Lease runs from 2024-06-01 to 2026-06-01. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0199,1012,Yes,V1064,P1009,9774.9,869.71,2024-09-20T00:00:00Z,2025-09-20T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0199 for 1012 leasing Vehicle V1064 under Product P1009 with a monthly EMI of €869.71. Lease runs from 2024-09-20 to 2025-09-20. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0200,1017,Yes,V1075,P1011,2646210.0,79657.61,2023-01-05T00:00:00Z,2026-01-05T00:00:00Z,No,Yes,No,Yes,"Contract C0200 for 1017 leasing Vehicle V1075 under Product P1011 with a monthly EMI of €79657.61. Lease runs from 2023-01-05 to 2026-01-05. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
